user_id,user_name,user_screen_name,user_description,user_location,user_followers_count,user_following_count,user_statuses_count,user_favourites_count,user_listed_count,user_verified,user_is_blue_verified,user_protected,user_created_at,user_profile_image_url,user_default_profile,user_default_profile_image,user_media_count,user_possibly_sensitive,user_pinned_tweet_ids,user_profile_url,collection_status,username,tweets_collected,batches_used,timestamp,user_profile_banner_url
764309946,فايز الصائغ,faiz3636,,,1,0,1,0,0,False,False,False,Fri Aug 17 19:34:36 +0000 2012,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/faiz3636,success,faiz3636,1,4,2026-03-12T00:43:20.900352,
1326549949715161088,Houda,Houda44950045,,,0,3,1,1,0,False,False,False,Wed Nov 11 15:38:58 +0000 2020,https://pbs.twimg.com/profile_images/1326550233648492544/AywB6ou4_normal.jpg,True,False,1,False,[],https://x.com/Houda44950045,success,Houda44950045,0,0,2026-03-12T00:43:30.482015,
944630013059584001,mohmmad96,mohmmad961,,,1,78,2,0,0,False,False,False,Sat Dec 23 18:05:20 +0000 2017,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/mohmmad961,success,mohmmad961,0,0,2026-03-12T00:43:37.780560,
1045594252217143297,fofo.alqissi,FAlqissi71,,,0,0,2,0,0,False,False,False,Fri Sep 28 08:41:10 +0000 2018,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/FAlqissi71,success,FAlqissi71,0,0,2026-03-12T00:43:43.194127,
1165963844717559808,ام محمد,XsbRbzegVIDS0fC,,,0,4,2,1,0,False,False,False,Mon Aug 26 12:27:06 +0000 2019,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/XsbRbzegVIDS0fC,success,XsbRbzegVIDS0fC,0,0,2026-03-12T00:43:52.829442,
1471475558211112963,abdrhman alshaya,AlshayaAbdrhman,,,1,5,2,14,0,False,False,False,Thu Dec 16 13:42:23 +0000 2021,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/AlshayaAbdrhman,success,AlshayaAbdrhman,0,0,2026-03-12T00:44:01.758977,
1683694390777196544,mareim Zaky,toxic_mareim,,,1,6,2,4,0,False,False,False,Tue Jul 25 04:23:30 +0000 2023,https://pbs.twimg.com/profile_images/1959063115921809409/KTBZaegV_normal.jpg,True,False,0,False,[],https://x.com/toxic_mareim,success,toxic_mareim,0,0,2026-03-12T00:44:09.917078,
1411676060765372416,محمود,WtEVHIHY38tEgzM,الصدق,,0,7,3,4,0,False,False,False,Sun Jul 04 13:20:26 +0000 2021,https://pbs.twimg.com/profile_images/1411676575829999623/Mmruf19n_normal.jpg,True,False,0,False,[],https://x.com/WtEVHIHY38tEgzM,success,WtEVHIHY38tEgzM,0,0,2026-03-12T00:44:16.252494,
1466042684427149323,Doudyyy,_forever__yy,"𝑑𝑒𝑔̆𝑒𝑛 𝑦𝑒𝑔𝑎𝑛𝑒 𝑠̧𝑒𝑦, 𝐴𝑙𝑙𝑎𝒉'𝑎 𝑘𝑎𝑟𝑠̧ı 𝑘𝑢𝑠𝑢𝑟𝑙𝑎𝑟ı𝑛𝑑ı𝑟..🦋💭
“🦋💭الشيء الوحيد الذي يستحق الحزن هو تقصيرك في حق الله🦋💭",الجزائر,1,11,3,9,0,False,False,False,Wed Dec 01 13:53:33 +0000 2021,https://pbs.twimg.com/profile_images/1466047407804796932/VDr-Grwr_normal.jpg,True,False,2,False,[],https://x.com/_forever__yy,success,_forever__yy,1,4,2026-03-12T00:44:35.704320,https://pbs.twimg.com/profile_banners/1466042684427149323/1638367997
1672958434969284614,-,eggfghfdf,,المملكة العربية السعودية,0,0,3,0,0,False,False,False,Sun Jun 25 13:22:34 +0000 2023,https://pbs.twimg.com/profile_images/1674214517989859331/DIQr6oBp_normal.jpg,True,False,0,False,[],https://x.com/eggfghfdf,success,eggfghfdf,0,0,2026-03-12T00:44:43.428834,
1852918597,sara,855Sara,🌸🌸🌸🌸,,2,127,4,7,0,False,False,False,Wed Sep 11 00:49:54 +0000 2013,https://pbs.twimg.com/profile_images/1127449431316541442/6r8wgsOl_normal.jpg,True,False,1,False,[],https://x.com/855Sara,success,855Sara,0,0,2026-03-12T00:44:51.912100,https://pbs.twimg.com/profile_banners/1852918597/1557639865
1321097198671695872,des-ebru,DesEbru,أسهل طريقة لإيصال المعلومة هي الانفوجرافيك,,0,10,5,18,0,False,False,False,Tue Oct 27 14:31:44 +0000 2020,https://pbs.twimg.com/profile_images/1321097628327792640/fuu6kLoG_normal.jpg,True,False,0,False,[],https://x.com/DesEbru,success,DesEbru,0,0,2026-03-12T00:45:00.984270,
1488554940788350980,لربما,m7mdal476,,,1,16,5,12,0,False,False,False,Tue Feb 01 16:49:00 +0000 2022,https://pbs.twimg.com/profile_images/1848855497749004288/Nf-8HEKz_normal.jpg,True,False,1,False,[],https://x.com/m7mdal476,success,m7mdal476,1,4,2026-03-12T00:45:19.614246,
1100899352753651713,كروم,Pz72cK8JitAiI4B,,,5,80,6,5,0,False,False,False,Wed Feb 27 23:23:54 +0000 2019,https://pbs.twimg.com/profile_images/1100899514435624960/UqoN3dID_normal.jpg,True,False,0,False,[],https://x.com/Pz72cK8JitAiI4B,success,Pz72cK8JitAiI4B,1,4,2026-03-12T00:45:35.676600,
1167968175226531840,Satur2019,satur2019,السعادة للجميع,الإمارات العربية المتحدة,0,2,6,2,0,False,False,False,Sun Sep 01 01:12:17 +0000 2019,https://pbs.twimg.com/profile_images/1184262806981500929/FqmiSCPQ_normal.jpg,True,False,0,False,[],https://x.com/satur2019,success,satur2019,1,4,2026-03-12T00:45:54.590431,
1390831091657940996,بِـتـال,NqQeLXjRusZ6VbL,لاشي خلقت وحيد سأموت وحيد,,3,4,6,2,0,False,False,False,Sat May 08 00:49:20 +0000 2021,https://pbs.twimg.com/profile_images/1390831300064563212/FR72WmUk_normal.jpg,True,False,1,False,[],https://x.com/NqQeLXjRusZ6VbL,success,NqQeLXjRusZ6VbL,2,4,2026-03-12T00:46:11.571326,
1873275451969351680,..,yazjez,,,2,10,6,11,0,False,False,False,Sun Dec 29 07:51:07 +0000 2024,https://pbs.twimg.com/profile_images/1873276217719144449/VW-1SgzR_normal.jpg,True,False,0,False,[],https://x.com/yazjez,success,yazjez,0,0,2026-03-12T00:46:21.119203,
1681513634,عبد,EngAbdullahtha,أنا عبدالله  أبو ركان  مهندس معماري من فلسطين غزة,,0,9,7,1,0,False,False,False,Sun Aug 18 19:56:22 +0000 2013,https://pbs.twimg.com/profile_images/378800000319877804/7bb1b548d70b397ab6c140fff60f1253_normal.jpeg,False,False,1,False,[],https://x.com/EngAbdullahtha,success,EngAbdullahtha,1,4,2026-03-12T00:46:40.155290,https://pbs.twimg.com/profile_banners/1681513634/1376857307
719008530624356353,عبدالاله عباس‎,algzara1,سبحان الله العظيم,"المدينة المن, المملكة العربية ",18,127,8,16,0,False,False,False,Sun Apr 10 03:46:07 +0000 2016,https://pbs.twimg.com/profile_images/719240193811865600/wlijLlqk_normal.jpg,True,False,1,False,[],https://x.com/algzara1,success,algzara1,0,0,2026-03-12T00:46:50.045410,https://pbs.twimg.com/profile_banners/719008530624356353/1460315198
1767499860746391552,ابو تااالين,ATaaalyn53383,,,0,15,8,0,0,False,False,False,Tue Mar 12 10:36:43 +0000 2024,https://pbs.twimg.com/profile_images/1767499962797936640/N4z16gVE_normal.png,True,False,0,False,[],https://x.com/ATaaalyn53383,success,ATaaalyn53383,0,0,2026-03-12T00:46:56.672417,
1985148672297058304,مكتئاب فارغ,bdrn475298,لا اعلم من سوف يرى تغريداتي ولا أريد شفقه من احد إنما أريد ان ابوح ما في نفسي لأتجاوز الوجع اللي امر به,,0,35,8,2,0,False,False,False,Mon Nov 03 00:55:26 +0000 2025,https://pbs.twimg.com/profile_images/1985148784066879488/5Ke9KzOf_normal.jpg,True,False,0,False,[],https://x.com/bdrn475298,success,bdrn475298,4,4,2026-03-12T00:47:18.239159,
